@relation 'Masterdatav1.1-weka.filters.unsupervised.attribute.Remove-R1-4,6-11,13,15-19'

@attribute Day {Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday}
@attribute Min.Gap numeric
@attribute Delaytype {'Short Delay','Long Delay'}
@attribute wardname {Eglinton-Lawrence ,Scarborough-Guildwood ,'Toronto-St. Paul’s  ','Scarborough Southwest ',Toronto-Danforth ,'York Centre ','Spadina-Fort York ',University-Rosedale ,Scarborough-Agincourt ,'Beaches-East York ',Willowdale ,'Etobicoke North ','Don Valley West  ','Toronto Centre ','York South-Weston ','Parkdale-High Park ','Don Valley North ','Humber River-Black Creek ',Davenport ,Etobicoke-Lakeshore ,'Don Valley East  ','Scarborough North ','Scarborough Centre ','Scarborough-Rouge Park  ','Etobicoke Centre '}
@attribute Wardpopulationrank {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute wardmedianage {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute wardunemployment {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute wardincome {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25'}
@attribute Meantemp numeric
@attribute Totalprecip numeric

@data
Tuesday,30,'Long Delay',Scarborough-Agincourt ,17,2,4,21,5.4,0.2
Tuesday,30,'Long Delay','Scarborough North ',24,3,5,25,5.4,0.2
Tuesday,28,'Short Delay','Etobicoke North ',3,21,3,20,5.4,0.2
Tuesday,47,'Long Delay',Willowdale ,2,17,13,7,5.4,0.2
Tuesday,16,'Short Delay','Toronto Centre ',20,24,12,3,5.4,0.2
Tuesday,60,'Long Delay','Don Valley North ',10,5,10,14,5.4,0.2
Tuesday,13,'Short Delay','Scarborough North ',24,3,5,25,5.4,0.2
Tuesday,30,'Long Delay',Willowdale ,2,17,13,7,5.4,0.2
Tuesday,18,'Short Delay','Scarborough North ',24,3,5,25,5.4,0.2
Tuesday,10,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,5.4,0.2
Tuesday,11,'Short Delay','Don Valley East  ',25,7,9,19,5.4,0.2
Tuesday,40,'Long Delay','Scarborough Southwest ',9,9,6,15,5.4,0.2
Tuesday,9,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.4,0.2
Tuesday,15,'Short Delay','Humber River-Black Creek ',14,22,2,22,5.4,0.2
Tuesday,20,'Short Delay',Eglinton-Lawrence ,7,12,17,13,5.4,0.2
Tuesday,15,'Short Delay',Eglinton-Lawrence ,7,12,17,13,5.4,0.2
Tuesday,0,'Short Delay','Spadina-Fort York ',6,25,25,1,5.4,0.2
Tuesday,20,'Short Delay','York South-Weston ',5,16,8,12,5.4,0.2
Tuesday,28,'Short Delay','York Centre ',18,8,16,17,5.4,0.2
Tuesday,20,'Short Delay','Etobicoke Centre ',4,1,19,11,5.4,0.2
Tuesday,10,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,5.4,0.2
Tuesday,9,'Short Delay','Scarborough Southwest ',9,9,6,15,5.4,0.2
Tuesday,18,'Short Delay',University-Rosedale ,19,23,18,5,5.4,0.2
Tuesday,36,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,5.4,0.2
Tuesday,16,'Short Delay','Toronto Centre ',20,24,12,3,5.4,0.2
Tuesday,424,'Long Delay','Don Valley North ',10,5,10,14,5.4,0.2
Tuesday,36,'Long Delay','Don Valley West  ',21,13,15,18,5.4,0.2
Tuesday,40,'Long Delay',Eglinton-Lawrence ,7,12,17,13,5.4,0.2
Tuesday,20,'Short Delay',Davenport ,13,20,20,10,5.4,0.2
Tuesday,40,'Long Delay',Davenport ,13,20,20,10,5.4,0.2
Tuesday,18,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.4,0.2
Tuesday,28,'Short Delay',Scarborough-Agincourt ,17,2,4,21,5.4,0.2
Tuesday,13,'Short Delay','Scarborough Southwest ',9,9,6,15,5.4,0.2
Tuesday,22,'Short Delay','Don Valley West  ',21,13,15,18,5.4,0.2
Tuesday,18,'Short Delay',Scarborough-Guildwood ,22,19,1,23,5.4,0.2
Tuesday,18,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,5.4,0.2
Tuesday,24,'Short Delay',Scarborough-Agincourt ,17,2,4,21,5.4,0.2
Tuesday,24,'Short Delay','Toronto Centre ',20,24,12,3,5.4,0.2
Tuesday,30,'Long Delay','Beaches-East York ',11,10,14,9,5.4,0.2
Tuesday,18,'Short Delay',Willowdale ,2,17,13,7,5.4,0.2
Tuesday,124,'Long Delay',Toronto-Danforth ,16,15,22,8,5.4,0.2
Tuesday,28,'Short Delay','Etobicoke North ',3,21,3,20,5.4,0.2
Wednesday,119,'Long Delay','Scarborough North ',24,3,5,25,9.7,10.9
Wednesday,60,'Long Delay','Humber River-Black Creek ',14,22,2,22,9.7,10.9
Wednesday,6,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,9.7,10.9
Wednesday,135,'Long Delay','York South-Weston ',5,16,8,12,9.7,10.9
Wednesday,1,'Short Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Wednesday,999,'Long Delay',Toronto-Danforth ,16,15,22,8,9.7,10.9
Wednesday,40,'Long Delay','Parkdale-High Park ',12,18,23,6,9.7,10.9
Wednesday,30,'Long Delay',Toronto-Danforth ,16,15,22,8,9.7,10.9
Wednesday,24,'Short Delay',Willowdale ,2,17,13,7,9.7,10.9
Wednesday,10,'Short Delay',Toronto-Danforth ,16,15,22,8,9.7,10.9
Wednesday,14,'Short Delay',Toronto-Danforth ,16,15,22,8,9.7,10.9
Wednesday,18,'Long Delay','Parkdale-High Park ',12,18,23,6,9.7,10.9
Wednesday,24,'Short Delay',Eglinton-Lawrence ,7,12,17,13,9.7,10.9
Wednesday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,9.7,10.9
Wednesday,10,'Short Delay','Humber River-Black Creek ',14,22,2,22,9.7,10.9
Wednesday,14,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,9.7,10.9
Wednesday,30,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,9.7,10.9
Wednesday,23,'Short Delay','Humber River-Black Creek ',14,22,2,22,9.7,10.9
Wednesday,18,'Short Delay','York Centre ',18,8,16,17,9.7,10.9
Wednesday,10,'Short Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,9,'Short Delay','Humber River-Black Creek ',14,22,2,22,9.7,10.9
Wednesday,30,'Long Delay',Toronto-Danforth ,16,15,22,8,9.7,10.9
Wednesday,1,'Short Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Wednesday,6,'Short Delay','York South-Weston ',5,16,8,12,9.7,10.9
Wednesday,10,'Short Delay',Scarborough-Guildwood ,22,19,1,23,9.7,10.9
Wednesday,14,'Short Delay',Willowdale ,2,17,13,7,9.7,10.9
Wednesday,12,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,9.7,10.9
Wednesday,12,'Short Delay','Parkdale-High Park ',12,18,23,6,9.7,10.9
Wednesday,13,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,9.7,10.9
Wednesday,14,'Short Delay','Scarborough Centre ',8,14,7,16,9.7,10.9
Wednesday,20,'Long Delay',Scarborough-Agincourt ,17,2,4,21,9.7,10.9
Wednesday,30,'Long Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,30,'Long Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,27,'Long Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,25,'Long Delay',Scarborough-Agincourt ,17,2,4,21,9.7,10.9
Wednesday,45,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,9.7,10.9
Wednesday,28,'Short Delay','Don Valley East  ',25,7,9,19,9.7,10.9
Wednesday,20,'Short Delay',Eglinton-Lawrence ,7,12,17,13,9.7,10.9
Wednesday,12,'Short Delay','York South-Weston ',5,16,8,12,9.7,10.9
Wednesday,20,'Short Delay',Willowdale ,2,17,13,7,9.7,10.9
Wednesday,40,'Long Delay','Humber River-Black Creek ',14,22,2,22,9.7,10.9
Wednesday,14,'Short Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Wednesday,18,'Short Delay','Humber River-Black Creek ',14,22,2,22,9.7,10.9
Wednesday,35,'Long Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,38,'Long Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,20,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,9.7,10.9
Wednesday,24,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,9.7,10.9
Wednesday,10,'Short Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,10,'Short Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,18,'Short Delay','Humber River-Black Creek ',14,22,2,22,9.7,10.9
Wednesday,20,'Short Delay','Spadina-Fort York ',6,25,25,1,9.7,10.9
Wednesday,26,'Short Delay','Scarborough North ',24,3,5,25,9.7,10.9
Wednesday,20,'Short Delay','York Centre ',18,8,16,17,9.7,10.9
Wednesday,36,'Long Delay','Etobicoke North ',3,21,3,20,9.7,10.9
Wednesday,12,'Short Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Wednesday,40,'Long Delay',Eglinton-Lawrence ,7,12,17,13,9.7,10.9
Wednesday,24,'Long Delay','Spadina-Fort York ',6,25,25,1,9.7,10.9
Wednesday,28,'Long Delay','Don Valley East  ',25,7,9,19,9.7,10.9
Wednesday,22,'Long Delay','Don Valley West  ',21,13,15,18,9.7,10.9
Wednesday,104,'Long Delay','Don Valley North ',10,5,10,14,9.7,10.9
Wednesday,26,'Long Delay','Scarborough Centre ',8,14,7,16,9.7,10.9
Wednesday,17,'Short Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,6,'Short Delay','Don Valley East  ',25,7,9,19,9.7,10.9
Wednesday,26,'Short Delay',Scarborough-Guildwood ,22,19,1,23,9.7,10.9
Wednesday,19,'Short Delay',Scarborough-Guildwood ,22,19,1,23,9.7,10.9
Wednesday,30,'Long Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Wednesday,14,'Short Delay',University-Rosedale ,19,23,18,5,9.7,10.9
Wednesday,12,'Short Delay',Eglinton-Lawrence ,7,12,17,13,9.7,10.9
Wednesday,7,'Short Delay',University-Rosedale ,19,23,18,5,9.7,10.9
Wednesday,20,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,9.7,10.9
Wednesday,15,'Short Delay','Scarborough North ',24,3,5,25,9.7,10.9
Wednesday,30,'Long Delay',Scarborough-Guildwood ,22,19,1,23,9.7,10.9
Wednesday,14,'Short Delay',Scarborough-Guildwood ,22,19,1,23,9.7,10.9
Wednesday,30,'Long Delay',Toronto-Danforth ,16,15,22,8,9.7,10.9
Wednesday,60,'Long Delay',Eglinton-Lawrence ,7,12,17,13,9.7,10.9
Wednesday,45,'Long Delay','Don Valley North ',10,5,10,14,9.7,10.9
Wednesday,16,'Short Delay','York Centre ',18,8,16,17,9.7,10.9
Wednesday,20,'Short Delay','York Centre ',18,8,16,17,9.7,10.9
Wednesday,16,'Short Delay',Scarborough-Agincourt ,17,2,4,21,9.7,10.9
Wednesday,42,'Long Delay','Scarborough-Rouge Park  ',23,6,11,24,9.7,10.9
Wednesday,17,'Short Delay',Davenport ,13,20,20,10,9.7,10.9
Wednesday,1,'Short Delay','Scarborough Centre ',8,14,7,16,9.7,10.9
Wednesday,1,'Short Delay',University-Rosedale ,19,23,18,5,9.7,10.9
Wednesday,20,'Short Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,1,'Short Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,24,'Short Delay','Beaches-East York ',11,10,14,9,9.7,10.9
Wednesday,30,'Long Delay',University-Rosedale ,19,23,18,5,9.7,10.9
Wednesday,40,'Long Delay','Don Valley West  ',21,13,15,18,9.7,10.9
Wednesday,1,'Short Delay','Beaches-East York ',11,10,14,9,9.7,10.9
Wednesday,12,'Short Delay','Spadina-Fort York ',6,25,25,1,9.7,10.9
Wednesday,42,'Long Delay','Scarborough-Rouge Park  ',23,6,11,24,9.7,10.9
Wednesday,30,'Long Delay',University-Rosedale ,19,23,18,5,9.7,10.9
Wednesday,36,'Long Delay','Scarborough-Rouge Park  ',23,6,11,24,9.7,10.9
Wednesday,60,'Long Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Wednesday,33,'Long Delay',Scarborough-Guildwood ,22,19,1,23,9.7,10.9
Wednesday,20,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,9.7,10.9
Wednesday,1,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,9.7,10.9
Wednesday,14,'Short Delay','Parkdale-High Park ',12,18,23,6,9.7,10.9
Wednesday,1,'Short Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Wednesday,12,'Short Delay','Scarborough North ',24,3,5,25,9.7,10.9
Wednesday,1,'Short Delay','Humber River-Black Creek ',14,22,2,22,9.7,10.9
Wednesday,1,'Short Delay','Parkdale-High Park ',12,18,23,6,9.7,10.9
Wednesday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,9.7,10.9
Wednesday,0,'Short Delay','Scarborough Centre ',8,14,7,16,9.7,10.9
Wednesday,28,'Short Delay',Eglinton-Lawrence ,7,12,17,13,9.7,10.9
Wednesday,18,'Short Delay','Scarborough Centre ',8,14,7,16,9.7,10.9
Wednesday,28,'Short Delay','Don Valley West  ',21,13,15,18,9.7,10.9
Wednesday,36,'Long Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Wednesday,15,'Short Delay','Spadina-Fort York ',6,25,25,1,9.7,10.9
Wednesday,1,'Short Delay','York South-Weston ',5,16,8,12,9.7,10.9
Wednesday,20,'Short Delay','Humber River-Black Creek ',14,22,2,22,9.7,10.9
Wednesday,16,'Short Delay','York Centre ',18,8,16,17,9.7,10.9
Wednesday,32,'Long Delay','Scarborough-Rouge Park  ',23,6,11,24,9.7,10.9
Wednesday,42,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,9.7,10.9
Wednesday,26,'Long Delay',Toronto-Danforth ,16,15,22,8,9.7,10.9
Wednesday,60,'Long Delay',University-Rosedale ,19,23,18,5,9.7,10.9
Wednesday,20,'Short Delay','York Centre ',18,8,16,17,9.7,10.9
Wednesday,20,'Short Delay','Beaches-East York ',11,10,14,9,9.7,10.9
Wednesday,23,'Short Delay','Don Valley North ',10,5,10,14,9.7,10.9
Wednesday,1,'Short Delay',Eglinton-Lawrence ,7,12,17,13,9.7,10.9
Wednesday,1,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,9.7,10.9
Wednesday,1,'Short Delay','York South-Weston ',5,16,8,12,9.7,10.9
Wednesday,30,'Long Delay',Davenport ,13,20,20,10,9.7,10.9
Wednesday,16,'Short Delay',Willowdale ,2,17,13,7,9.7,10.9
Wednesday,27,'Long Delay',Eglinton-Lawrence ,7,12,17,13,9.7,10.9
Wednesday,11,'Short Delay','Don Valley East  ',25,7,9,19,9.7,10.9
Wednesday,32,'Long Delay','Spadina-Fort York ',6,25,25,1,9.7,10.9
Wednesday,20,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,9.7,10.9
Wednesday,48,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,9.7,10.9
Wednesday,20,'Short Delay','Don Valley East  ',25,7,9,19,9.7,10.9
Wednesday,17,'Short Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,1,'Short Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,20,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,9.7,10.9
Wednesday,16,'Short Delay','Scarborough North ',24,3,5,25,9.7,10.9
Wednesday,24,'Long Delay','York Centre ',18,8,16,17,9.7,10.9
Wednesday,1,'Short Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,1,'Short Delay',Toronto-Danforth ,16,15,22,8,9.7,10.9
Wednesday,1,'Short Delay',Scarborough-Agincourt ,17,2,4,21,9.7,10.9
Wednesday,26,'Short Delay','York Centre ',18,8,16,17,9.7,10.9
Wednesday,14,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,9.7,10.9
Wednesday,22,'Short Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Wednesday,29,'Short Delay','Beaches-East York ',11,10,14,9,9.7,10.9
Wednesday,24,'Short Delay','Don Valley West  ',21,13,15,18,9.7,10.9
Wednesday,16,'Short Delay',Scarborough-Agincourt ,17,2,4,21,9.7,10.9
Wednesday,12,'Short Delay','Don Valley East  ',25,7,9,19,9.7,10.9
Wednesday,16,'Short Delay',Scarborough-Guildwood ,22,19,1,23,9.7,10.9
Wednesday,1,'Short Delay','Beaches-East York ',11,10,14,9,9.7,10.9
Wednesday,29,'Short Delay','Scarborough Centre ',8,14,7,16,9.7,10.9
Wednesday,20,'Short Delay','Parkdale-High Park ',12,18,23,6,9.7,10.9
Wednesday,204,'Long Delay','York Centre ',18,8,16,17,9.7,10.9
Wednesday,40,'Long Delay',Willowdale ,2,17,13,7,9.7,10.9
Wednesday,32,'Long Delay','York South-Weston ',5,16,8,12,9.7,10.9
Wednesday,18,'Short Delay','Etobicoke North ',3,21,3,20,9.7,10.9
Wednesday,16,'Short Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Wednesday,516,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,9.7,10.9
Wednesday,1,'Short Delay','Beaches-East York ',11,10,14,9,9.7,10.9
Wednesday,20,'Short Delay','Spadina-Fort York ',6,25,25,1,9.7,10.9
Wednesday,10,'Short Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Wednesday,12,'Short Delay','Don Valley North ',10,5,10,14,9.7,10.9
Wednesday,45,'Long Delay','Spadina-Fort York ',6,25,25,1,9.7,10.9
Wednesday,20,'Short Delay','York Centre ',18,8,16,17,9.7,10.9
Wednesday,17,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,9.7,10.9
Wednesday,100,'Long Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Wednesday,40,'Long Delay',Davenport ,13,20,20,10,9.7,10.9
Wednesday,16,'Short Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,17,'Short Delay','Etobicoke Centre ',4,1,19,11,9.7,10.9
Wednesday,36,'Long Delay','Don Valley West  ',21,13,15,18,9.7,10.9
Wednesday,10,'Short Delay','Scarborough Centre ',8,14,7,16,9.7,10.9
Wednesday,8,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,9.7,10.9
Wednesday,18,'Short Delay','Don Valley East  ',25,7,9,19,9.7,10.9
Wednesday,16,'Short Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Wednesday,13,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,9.7,10.9
Wednesday,20,'Short Delay','York Centre ',18,8,16,17,9.7,10.9
Wednesday,30,'Long Delay',Willowdale ,2,17,13,7,9.7,10.9
Wednesday,22,'Short Delay','York Centre ',18,8,16,17,9.7,10.9
Wednesday,1,'Short Delay','Don Valley East  ',25,7,9,19,9.7,10.9
Wednesday,34,'Long Delay','Don Valley West  ',21,13,15,18,9.7,10.9
Wednesday,20,'Short Delay',Davenport ,13,20,20,10,9.7,10.9
Wednesday,20,'Short Delay','Don Valley West  ',21,13,15,18,9.7,10.9
Wednesday,432,'Long Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Wednesday,27,'Short Delay',University-Rosedale ,19,23,18,5,9.7,10.9
Wednesday,90,'Long Delay','Scarborough Centre ',8,14,7,16,9.7,10.9
Wednesday,14,'Short Delay','York Centre ',18,8,16,17,9.7,10.9
Wednesday,34,'Long Delay','Scarborough Southwest ',9,9,6,15,9.7,10.9
Wednesday,31,'Long Delay','Scarborough-Rouge Park  ',23,6,11,24,9.7,10.9
Wednesday,13,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,9.7,10.9
Wednesday,16,'Short Delay','York Centre ',18,8,16,17,9.7,10.9
Wednesday,16,'Short Delay','Beaches-East York ',11,10,14,9,9.7,10.9
Wednesday,121,'Long Delay','Beaches-East York ',11,10,14,9,9.7,10.9
Wednesday,17,'Short Delay',Davenport ,13,20,20,10,9.7,10.9
Wednesday,16,'Short Delay','Beaches-East York ',11,10,14,9,9.7,10.9
Wednesday,40,'Long Delay','Toronto Centre ',20,24,12,3,9.7,10.9
Thursday,49,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,6.9,34.4
Thursday,36,'Long Delay','York South-Weston ',5,16,8,12,6.9,34.4
Thursday,20,'Short Delay','Humber River-Black Creek ',14,22,2,22,6.9,34.4
Thursday,1,'Short Delay','Toronto Centre ',20,24,12,3,6.9,34.4
Thursday,20,'Short Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Thursday,20,'Short Delay','York Centre ',18,8,16,17,6.9,34.4
Thursday,6,'Short Delay',Willowdale ,2,17,13,7,6.9,34.4
Thursday,6,'Short Delay','Toronto Centre ',20,24,12,3,6.9,34.4
Thursday,60,'Long Delay','Humber River-Black Creek ',14,22,2,22,6.9,34.4
Thursday,7,'Short Delay','Don Valley West  ',21,13,15,18,6.9,34.4
Thursday,20,'Short Delay',University-Rosedale ,19,23,18,5,6.9,34.4
Thursday,30,'Long Delay','Toronto Centre ',20,24,12,3,6.9,34.4
Thursday,54,'Long Delay',Davenport ,13,20,20,10,6.9,34.4
Thursday,60,'Long Delay','Spadina-Fort York ',6,25,25,1,6.9,34.4
Thursday,40,'Long Delay','Parkdale-High Park ',12,18,23,6,6.9,34.4
Thursday,30,'Long Delay',University-Rosedale ,19,23,18,5,6.9,34.4
Thursday,115,'Long Delay','Spadina-Fort York ',6,25,25,1,6.9,34.4
Thursday,107,'Long Delay','York South-Weston ',5,16,8,12,6.9,34.4
Thursday,10,'Short Delay',Scarborough-Agincourt ,17,2,4,21,6.9,34.4
Thursday,999,'Long Delay',Toronto-Danforth ,16,15,22,8,6.9,34.4
Thursday,264,'Long Delay',Etobicoke-Lakeshore ,1,4,21,2,6.9,34.4
Thursday,30,'Long Delay','Parkdale-High Park ',12,18,23,6,6.9,34.4
Thursday,28,'Short Delay',Willowdale ,2,17,13,7,6.9,34.4
Thursday,36,'Short Delay',Eglinton-Lawrence ,7,12,17,13,6.9,34.4
Thursday,10,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,6.9,34.4
Thursday,30,'Long Delay','Don Valley West  ',21,13,15,18,6.9,34.4
Thursday,40,'Long Delay','Don Valley West  ',21,13,15,18,6.9,34.4
Thursday,20,'Short Delay','York South-Weston ',5,16,8,12,6.9,34.4
Thursday,45,'Long Delay','York South-Weston ',5,16,8,12,6.9,34.4
Thursday,10,'Short Delay','Scarborough North ',24,3,5,25,6.9,34.4
Thursday,10,'Short Delay',Willowdale ,2,17,13,7,6.9,34.4
Thursday,10,'Short Delay','Etobicoke North ',3,21,3,20,6.9,34.4
Thursday,15,'Long Delay','Don Valley West  ',21,13,15,18,6.9,34.4
Thursday,8,'Short Delay','York Centre ',18,8,16,17,6.9,34.4
Thursday,28,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,6.9,34.4
Thursday,60,'Long Delay',Eglinton-Lawrence ,7,12,17,13,6.9,34.4
Thursday,18,'Short Delay','York Centre ',18,8,16,17,6.9,34.4
Thursday,22,'Short Delay','Don Valley West  ',21,13,15,18,6.9,34.4
Thursday,1,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,6.9,34.4
Thursday,14,'Short Delay','Humber River-Black Creek ',14,22,2,22,6.9,34.4
Thursday,18,'Short Delay','Scarborough-Rouge Park  ',23,6,11,24,6.9,34.4
Thursday,6,'Short Delay','York South-Weston ',5,16,8,12,6.9,34.4
Thursday,14,'Short Delay',Scarborough-Guildwood ,22,19,1,23,6.9,34.4
Thursday,40,'Long Delay','Spadina-Fort York ',6,25,25,1,6.9,34.4
Thursday,40,'Long Delay','York Centre ',18,8,16,17,6.9,34.4
Thursday,12,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,6.9,34.4
Thursday,15,'Short Delay','Scarborough Centre ',8,14,7,16,6.9,34.4
Thursday,18,'Short Delay',Willowdale ,2,17,13,7,6.9,34.4
Thursday,16,'Short Delay',Willowdale ,2,17,13,7,6.9,34.4
Thursday,22,'Short Delay','Humber River-Black Creek ',14,22,2,22,6.9,34.4
Thursday,40,'Long Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Thursday,14,'Short Delay','Scarborough Centre ',8,14,7,16,6.9,34.4
Thursday,38,'Long Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Thursday,10,'Short Delay','Toronto Centre ',20,24,12,3,6.9,34.4
Thursday,1,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,6.9,34.4
Thursday,9,'Short Delay','Spadina-Fort York ',6,25,25,1,6.9,34.4
Thursday,19,'Short Delay',Eglinton-Lawrence ,7,12,17,13,6.9,34.4
Thursday,30,'Long Delay','Scarborough North ',24,3,5,25,6.9,34.4
Thursday,16,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,6.9,34.4
Thursday,25,'Long Delay','Scarborough-Rouge Park  ',23,6,11,24,6.9,34.4
Thursday,24,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,6.9,34.4
Thursday,24,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,6.9,34.4
Thursday,10,'Short Delay','Beaches-East York ',11,10,14,9,6.9,34.4
Thursday,6,'Short Delay',Toronto-Danforth ,16,15,22,8,6.9,34.4
Thursday,6,'Short Delay',Toronto-Danforth ,16,15,22,8,6.9,34.4
Thursday,14,'Short Delay','Scarborough Centre ',8,14,7,16,6.9,34.4
Thursday,22,'Short Delay',Eglinton-Lawrence ,7,12,17,13,6.9,34.4
Thursday,14,'Short Delay',Scarborough-Guildwood ,22,19,1,23,6.9,34.4
Thursday,18,'Short Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Thursday,10,'Short Delay',Willowdale ,2,17,13,7,6.9,34.4
Thursday,22,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,6.9,34.4
Thursday,40,'Long Delay','Toronto-St. Paul’s  ',15,11,24,4,6.9,34.4
Thursday,48,'Long Delay',Eglinton-Lawrence ,7,12,17,13,6.9,34.4
Thursday,12,'Short Delay','Toronto Centre ',20,24,12,3,6.9,34.4
Thursday,24,'Short Delay','Don Valley North ',10,5,10,14,6.9,34.4
Thursday,1,'Short Delay',Etobicoke-Lakeshore ,1,4,21,2,6.9,34.4
Thursday,20,'Short Delay','Toronto-St. Paul’s  ',15,11,24,4,6.9,34.4
Thursday,125,'Short Delay','Spadina-Fort York ',6,25,25,1,6.9,34.4
Thursday,22,'Short Delay','Scarborough Southwest ',9,9,6,15,6.9,34.4
Thursday,54,'Long Delay','Toronto Centre ',20,24,12,3,6.9,34.4
Thursday,34,'Long Delay','Don Valley West  ',21,13,15,18,6.9,34.4
Thursday,14,'Short Delay','Etobicoke North ',3,21,3,20,6.9,34.4
Thursday,16,'Short Delay',Willowdale ,2,17,13,7,6.9,34.4
Thursday,18,'Short Delay','Humber River-Black Creek ',14,22,2,22,6.9,34.4
Thursday,40,'Long Delay','York Centre ',18,8,16,17,6.9,34.4
Thursday,60,'Long Delay','Toronto Centre ',20,24,12,3,6.9,34.4
Thursday,40,'Long Delay',University-Rosedale ,19,23,18,5,6.9,34.4
Thursday,22,'Short Delay',Scarborough-Guildwood ,22,19,1,23,6.9,34.4
Thursday,20,'Short Delay','Don Valley North ',10,5,10,14,6.9,34.4
